priors_count,length_of_stay, ,priors_count,length_of_stay, ,priors_count,length_of_stay, ,priors_count,length_of_stay, ,priors_count,length_of_stay,Reward,Average Success Rate,Proportions Difference,L1 Norm
-37.0,-364.0, ,-5.0,-35.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.96,0.82,0.0,11.34
-38.0,-360.0, ,-5.0,-36.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.95,0.82,0.0,11.38
-36.0,-251.0, ,-9.0,-18.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.95,0.83,0.01,10.59
-38.0,-350.0, ,-5.0,-36.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.95,0.82,0.0,11.37
-30.0,-778.0, ,-5.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.95,0.82,0.0,11.38
-37.0,-641.0, ,-5.0,-34.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.95,0.82,0.0,11.39
-29.0,-799.0, ,-4.0,-36.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.94,0.82,0.0,11.41
-34.0,-470.0, ,-4.0,-39.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.94,0.82,0.0,11.42
-36.0,-763.0, ,-6.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.94,0.83,0.01,10.62
-33.0,-799.0, ,-5.0,-34.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.94,0.82,0.0,11.43
-28.0,-799.0, ,-5.0,-33.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.93,0.82,0.0,11.47
-35.0,-585.0, ,-11.0,-149.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.93,0.83,0.0,15.03
-37.0,-791.0, ,-5.0,-6.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.93,0.82,0.0,11.46
-38.0,-299.0, ,-5.0,-41.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.93,0.82,0.0,11.46
-38.0,-268.0, ,-11.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.93,0.83,0.01,10.66
-35.0,-556.0, ,-5.0,-37.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.93,0.82,0.0,11.47
-38.0,-360.0, ,-5.0,-40.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.92,0.82,0.0,11.51
-35.0,-367.0, ,-5.0,-40.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.92,0.82,0.0,11.51
-37.0,-387.0, ,-16.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.92,0.83,0.01,10.69
-38.0,-402.0, ,-13.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.92,0.83,0.01,10.7
-36.0,-774.0, ,-5.0,-37.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.91,0.82,0.0,11.53
-34.0,-489.0, ,-4.0,-43.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.91,0.82,0.0,11.54
-32.0,-511.0, ,-5.0,-40.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.91,0.82,0.0,11.55
-33.0,-263.0, ,-12.0,-18.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.91,0.83,0.01,10.73
-38.0,-618.0, ,-15.0,-101.0, ,-4.0,-26.0, ,-4.0,-16.0, ,-4.0,-4.0,1070.9,0.83,0.0,15.18
-34.0,-388.0, ,-6.0,-40.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.9,0.82,0.0,11.59
-30.0,-669.0, ,-5.0,-39.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.9,0.82,0.0,11.56
-31.0,-687.0, ,-4.0,-42.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.9,0.82,0.0,11.57
-35.0,-398.0, ,-14.0,-15.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.9,0.83,0.01,10.78
-36.0,-462.0, ,-4.0,-44.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.9,0.82,0.0,11.57
-35.0,-799.0, ,-7.0,-152.0, ,-4.0,-37.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.9,0.83,0.0,15.17
-35.0,-388.0, ,-6.0,-40.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.9,0.82,0.0,11.59
-30.0,-775.0, ,-10.0,-151.0, ,-4.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.9,0.83,0.0,15.15
-35.0,-280.0, ,-12.0,-18.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.9,0.83,0.01,10.77
-36.0,-514.0, ,-11.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.9,0.83,0.01,10.79
-35.0,-783.0, ,-5.0,-39.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.9,0.82,0.0,11.59
-38.0,-737.0, ,-5.0,-136.0, ,-5.0,-29.0, ,-4.0,-12.0, ,-4.0,-4.0,1070.9,0.83,0.0,15.18
-38.0,-663.0, ,-12.0,-151.0, ,-4.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.9,0.83,0.0,15.18
-33.0,-582.0, ,-7.0,-35.0, ,-4.0,-4.0, ,-5.0,-4.0, ,-4.0,-4.0,1070.89,0.82,0.0,11.62
-38.0,-799.0, ,-5.0,-6.0, ,-4.0,-35.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.89,0.82,0.0,11.62
-35.0,-736.0, ,-10.0,-184.0, ,-4.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.89,0.83,0.0,15.2
-35.0,-728.0, ,-5.0,-38.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.89,0.82,0.0,11.63
-33.0,-701.0, ,-5.0,-41.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.89,0.82,0.0,11.63
-38.0,-685.0, ,-6.0,-36.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.89,0.82,0.0,11.62
-37.0,-678.0, ,-10.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.89,0.83,0.01,10.8
-34.0,-571.0, ,-10.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.89,0.83,0.01,10.83
-35.0,-637.0, ,-6.0,-40.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.88,0.82,0.0,11.66
-34.0,-777.0, ,-6.0,-162.0, ,-5.0,-28.0, ,-4.0,-9.0, ,-4.0,-4.0,1070.88,0.83,0.0,15.26
-31.0,-715.0, ,-5.0,-5.0, ,-4.0,-39.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.88,0.82,0.0,11.65
-36.0,-656.0, ,-15.0,-15.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.88,0.83,0.01,10.87
-35.0,-728.0, ,-11.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.88,0.83,0.01,10.85
-33.0,-693.0, ,-12.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.88,0.83,0.01,10.87
-34.0,-599.0, ,-13.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.88,0.83,0.01,10.87
-38.0,-751.0, ,-7.0,-37.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.88,0.82,0.0,11.66
-37.0,-743.0, ,-7.0,-19.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.88,0.83,0.01,10.85
-36.0,-437.0, ,-14.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.88,0.83,0.01,10.85
-34.0,-304.0, ,-10.0,-20.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.88,0.83,0.01,10.87
-36.0,-673.0, ,-5.0,-39.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.88,0.82,0.0,11.64
-36.0,-690.0, ,-5.0,-39.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.88,0.82,0.0,11.65
-38.0,-799.0, ,-7.0,-117.0, ,-5.0,-31.0, ,-4.0,-12.0, ,-4.0,-4.0,1070.88,0.83,0.0,15.23
-36.0,-544.0, ,-4.0,-47.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.88,0.82,0.0,11.67
-34.0,-512.0, ,-10.0,-111.0, ,-4.0,-54.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.87,0.83,0.0,15.28
-38.0,-799.0, ,-6.0,-40.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.87,0.82,0.0,11.7
-33.0,-712.0, ,-12.0,-180.0, ,-4.0,-29.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.87,0.83,0.0,15.27
-29.0,-568.0, ,-12.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.87,0.83,0.01,10.89
-33.0,-783.0, ,-5.0,-40.0, ,-4.0,-4.0, ,-5.0,-4.0, ,-4.0,-4.0,1070.87,0.82,0.0,11.71
-32.0,-644.0, ,-12.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.87,0.83,0.01,10.91
-31.0,-799.0, ,-4.0,-45.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.87,0.82,0.0,11.68
-32.0,-560.0, ,-10.0,-18.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.87,0.83,0.01,10.88
-33.0,-702.0, ,-5.0,-44.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.87,0.82,0.0,11.71
-29.0,-551.0, ,-13.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.87,0.83,0.01,10.91
-38.0,-799.0, ,-6.0,-19.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.87,0.83,0.01,10.88
-34.0,-799.0, ,-5.0,-42.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.87,0.82,0.0,11.69
-37.0,-701.0, ,-6.0,-40.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.87,0.82,0.0,11.68
-37.0,-453.0, ,-10.0,-19.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.87,0.83,0.01,10.91
-38.0,-771.0, ,-5.0,-6.0, ,-4.0,-38.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.87,0.82,0.0,11.71
-38.0,-544.0, ,-4.0,-48.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.87,0.82,0.0,11.69
-34.0,-337.0, ,-25.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.86,0.82,0.0,11.73
-36.0,-783.0, ,-5.0,-41.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.86,0.82,0.0,11.74
-36.0,-628.0, ,-15.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.86,0.83,0.01,10.92
-37.0,-628.0, ,-16.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.86,0.83,0.01,10.93
-34.0,-637.0, ,-5.0,-7.0, ,-4.0,-38.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.86,0.82,0.0,11.75
-35.0,-677.0, ,-6.0,-43.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.86,0.82,0.0,11.75
-32.0,-699.0, ,-19.0,-14.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.86,0.83,0.01,10.95
-28.0,-799.0, ,-10.0,-154.0, ,-6.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.86,0.83,0.0,15.34
-38.0,-746.0, ,-7.0,-40.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.86,0.82,0.0,11.75
-33.0,-637.0, ,-17.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.86,0.83,0.01,10.95
-38.0,-324.0, ,-5.0,-50.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.86,0.82,0.0,11.74
-38.0,-799.0, ,-6.0,-41.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.86,0.82,0.0,11.73
-36.0,-737.0, ,-5.0,-44.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.86,0.82,0.0,11.73
-30.0,-579.0, ,-12.0,-18.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.86,0.83,0.01,10.95
-36.0,-799.0, ,-5.0,-42.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.85,0.82,0.0,11.77
-37.0,-736.0, ,-17.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.85,0.83,0.01,10.97
-34.0,-596.0, ,-5.0,-48.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.85,0.82,0.0,11.79
-35.0,-542.0, ,-11.0,-105.0, ,-4.0,-60.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.85,0.83,0.0,15.38
-33.0,-407.0, ,-11.0,-20.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.85,0.83,0.01,10.99
-33.0,-561.0, ,-16.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.85,0.83,0.01,10.97
-38.0,-444.0, ,-6.0,-34.0, ,-4.0,-9.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.85,0.82,0.0,11.76
-33.0,-430.0, ,-20.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.85,0.83,0.01,10.97
-32.0,-410.0, ,-20.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.85,0.83,0.01,10.97
-38.0,-665.0, ,-7.0,-39.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.85,0.82,0.0,11.78
-31.0,-670.0, ,-12.0,-18.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.85,0.83,0.01,10.98
-36.0,-770.0, ,-4.0,-49.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.85,0.82,0.0,11.78
-37.0,-489.0, ,-4.0,-52.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.85,0.82,0.0,11.77
-31.0,-719.0, ,-13.0,-176.0, ,-4.0,-29.0, ,-5.0,-4.0, ,-4.0,-4.0,1070.85,0.83,0.0,15.35
-35.0,-799.0, ,-6.0,-37.0, ,-4.0,-6.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.85,0.82,0.0,11.76
-29.0,-799.0, ,-12.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.85,0.83,0.01,10.96
-35.0,-550.0, ,-15.0,-159.0, ,-4.0,-36.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.84,0.83,0.0,15.39
-38.0,-356.0, ,-10.0,-41.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.84,0.82,0.0,11.82
-36.0,-451.0, ,-5.0,-50.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.84,0.82,0.0,11.8
-38.0,-409.0, ,-19.0,-18.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.84,0.83,0.01,11.02
-38.0,-584.0, ,-8.0,-39.0, ,-4.0,-4.0, ,-5.0,-4.0, ,-4.0,-4.0,1070.84,0.82,0.0,11.81
-29.0,-452.0, ,-30.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.84,0.83,0.01,11.0
-38.0,-611.0, ,-10.0,-38.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.84,0.82,0.0,11.8
-37.0,-646.0, ,-4.0,-52.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.84,0.82,0.0,11.82
-32.0,-789.0, ,-13.0,-18.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.84,0.83,0.01,11.03
-37.0,-491.0, ,-8.0,-115.0, ,-4.0,-62.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.84,0.83,0.0,15.4
-34.0,-678.0, ,-15.0,-16.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.84,0.83,0.01,11.01
-30.0,-780.0, ,-10.0,-159.0, ,-6.0,-34.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.84,0.83,0.0,15.42
-36.0,-683.0, ,-6.0,-45.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.84,0.82,0.0,11.81
-36.0,-704.0, ,-17.0,-16.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.83,0.83,0.01,11.05
-38.0,-604.0, ,-12.0,-20.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.83,0.83,0.01,11.07
-37.0,-695.0, ,-6.0,-47.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.83,0.82,0.0,11.87
-35.0,-633.0, ,-4.0,-54.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.83,0.82,0.0,11.86
-32.0,-513.0, ,-5.0,-51.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.83,0.82,0.0,11.84
-36.0,-799.0, ,-14.0,-18.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.83,0.83,0.01,11.06
-37.0,-591.0, ,-14.0,-184.0, ,-4.0,-30.0, ,-5.0,-4.0, ,-4.0,-4.0,1070.83,0.83,0.0,15.44
-38.0,-748.0, ,-14.0,-190.0, ,-4.0,-30.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.83,0.83,0.0,15.44
-32.0,-415.0, ,-27.0,-18.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.83,0.83,0.01,11.05
-31.0,-526.0, ,-5.0,-8.0, ,-4.0,-41.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.83,0.82,0.0,11.87
-38.0,-434.0, ,-17.0,-19.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.83,0.83,0.01,11.06
-31.0,-543.0, ,-6.0,-49.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.83,0.82,0.0,11.87
-35.0,-445.0, ,-16.0,-19.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.83,0.83,0.01,11.05
-38.0,-799.0, ,-18.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.83,0.83,0.01,11.06
-32.0,-664.0, ,-15.0,-17.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.83,0.83,0.01,11.07
-36.0,-783.0, ,-5.0,-48.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.83,0.82,0.0,11.84
-36.0,-799.0, ,-6.0,-40.0, ,-4.0,-6.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.83,0.82,0.0,11.86
-38.0,-596.0, ,-10.0,-42.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.82,0.82,0.0,11.91
-38.0,-390.0, ,-13.0,-20.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.82,0.83,0.01,11.11
-34.0,-384.0, ,-10.0,-44.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.82,0.82,0.0,11.91
-35.0,-772.0, ,-6.0,-41.0, ,-4.0,-6.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.82,0.82,0.0,11.88
-36.0,-499.0, ,-5.0,-53.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.82,0.82,0.0,11.88
-38.0,-368.0, ,-12.0,-42.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.82,0.82,0.0,11.91
-35.0,-415.0, ,-11.0,-22.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.82,0.83,0.01,11.09
-36.0,-516.0, ,-14.0,-20.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.82,0.83,0.01,11.09
-34.0,-548.0, ,-10.0,-107.0, ,-4.0,-67.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.82,0.83,0.0,15.5
-34.0,-526.0, ,-11.0,-112.0, ,-4.0,-62.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.82,0.83,0.0,15.5
-36.0,-698.0, ,-19.0,-18.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.82,0.83,0.01,11.1
-31.0,-533.0, ,-6.0,-26.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.82,0.83,0.01,11.08
-33.0,-721.0, ,-7.0,-162.0, ,-4.0,-45.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.82,0.83,0.0,15.47
-37.0,-564.0, ,-10.0,-197.0, ,-4.0,-34.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.82,0.83,0.0,15.49
-37.0,-462.0, ,-6.0,-38.0, ,-4.0,-9.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.82,0.82,0.0,11.9
-36.0,-514.0, ,-5.0,-54.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.82,0.82,0.0,11.91
-38.0,-411.0, ,-13.0,-42.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.82,0.0,11.95
-37.0,-400.0, ,-12.0,-43.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.82,0.0,11.95
-38.0,-662.0, ,-10.0,-42.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.82,0.0,11.93
-38.0,-590.0, ,-22.0,-211.0, ,-4.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.83,0.0,15.51
-36.0,-592.0, ,-11.0,-41.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.82,0.0,11.92
-38.0,-435.0, ,-22.0,-20.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.83,0.01,11.15
-34.0,-683.0, ,-26.0,-17.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.83,0.01,11.15
-31.0,-650.0, ,-23.0,-17.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.83,0.01,11.13
-38.0,-597.0, ,-7.0,-49.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.82,0.0,11.95
-36.0,-386.0, ,-11.0,-23.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.83,0.01,11.14
-38.0,-504.0, ,-5.0,-55.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.82,0.0,11.93
-37.0,-450.0, ,-6.0,-35.0, ,-4.0,-11.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.82,0.0,11.92
-36.0,-799.0, ,-4.0,-55.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.82,0.0,11.93
-35.0,-679.0, ,-18.0,-145.0, ,-4.0,-42.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.83,0.0,15.53
-31.0,-761.0, ,-15.0,-183.0, ,-4.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.83,0.0,15.54
-37.0,-618.0, ,-6.0,-27.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.83,0.01,11.15
-33.0,-505.0, ,-11.0,-118.0, ,-4.0,-61.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.83,0.0,15.54
-38.0,-342.0, ,-12.0,-20.0, ,-4.0,-6.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.81,0.83,0.01,11.14
-35.0,-527.0, ,-5.0,-7.0, ,-4.0,-47.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.8,0.82,0.0,11.97
-38.0,-449.0, ,-19.0,-21.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.8,0.83,0.01,11.19
-38.0,-583.0, ,-5.0,-56.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.8,0.82,0.0,11.97
-31.0,-799.0, ,-5.0,-54.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.8,0.82,0.0,11.99
-29.0,-346.0, ,-13.0,-23.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.8,0.83,0.01,11.17
-33.0,-516.0, ,-24.0,-20.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.8,0.83,0.01,11.18
-30.0,-352.0, ,-26.0,-21.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.8,0.83,0.01,11.19
-38.0,-335.0, ,-12.0,-21.0, ,-4.0,-6.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.8,0.83,0.01,11.18
-32.0,-449.0, ,-17.0,-21.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.8,0.83,0.01,11.17
-36.0,-799.0, ,-5.0,-54.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.8,0.82,0.0,11.99
-36.0,-746.0, ,-4.0,-59.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.8,0.82,0.0,11.99
-38.0,-537.0, ,-15.0,-22.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.79,0.83,0.01,11.22
-28.0,-637.0, ,-5.0,-57.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.79,0.82,0.0,12.0
-20.0,-671.0, ,-12.0,-23.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1070.79,0.83,0.01,11.22
